都道府県番号,都道府県名,PCR検査陽性者数,入院者数,入院患者受入確保病床,入院患者受入確保想定病床数,うち重症者数,重症患者受入確保病床数,重症患者受入確保想定病床数,宿泊療養者数,宿泊施設受入可能室数,自宅療養者数,社会福祉施設等療養者数,確認中の人数,更新日,出典,入院患者フェーズ,入院患者病床使用率,入院患者即応病床数,重症者フェーズ,重症患者病床使用率,重症患者即応病床数,宿泊療養フェーズ,宿泊療養施設居室使用率,宿泊療養施設施設居室,入院患者受入即応病床数,入院率,重症患者受入即応病床数,宿泊施設受入即応室数,うち社会福祉施設等療養者数,療養先調整中の人数,うち入院先調整中の人数,入院者数（確保病床）,入院者数（臨時）,入院患者受入確保病床（臨時）,うち重症者数（確保病床）,うち重症者数（臨時確保病床）,うち重症患者受入確保病床数（臨時）,うち宿泊療養者数（臨時）,うち宿泊施設受入可能室数（臨時）,臨時施設療養者数,臨時施設フェーズ,臨時施設即応定員数,臨時施設確保定員数,臨時施設確保定員使用率
27,大阪府,33955,1283,4713,,299,1544,,1194,9505,31478,,,2022-11-23,https://www.mhlw.go.jp/content/10900000/001017422.xlsx,４／５,23%,,１／５,19%,,５／７,13%,,2349,4%,1135,6025,0,0,0,1065,0,0,299,0,0,39,188,39,Ⅰ／Ⅰ,196,226,17%
28,兵庫県,15686,512,1712,,9,142,,209,1812,14965,,,2022-11-23,https://www.mhlw.go.jp/content/10900000/001017422.xlsx,３／５,30%,,３／５,6%,,３／５,12%,,1000,3%,100,1500,0,0,0,512,0,0,9,0,0,0,0,0,－,0,0,－
29,奈良県,5101,217,566,,7,36,,86,969,4798,,,2022-11-23,https://www.mhlw.go.jp/content/10900000/001017422.xlsx,２／３,29%,,２／３,19%,,２／３,9%,,314,4%,25,969,0,0,0,162,0,0,7,0,0,0,0,0,２／３,0,0,－
30,和歌山県,3827,197,636,,2,26,,45,178,3585,,,2022-11-23,https://www.mhlw.go.jp/content/10900000/001017422.xlsx,２／４,31%,,２／４,8%,,２／４,25%,,296,5%,17,178,0,0,0,197,0,0,2,0,0,0,0,0,２／４,178,181,0%
31,鳥取県,3249,111,351,,0,47,,22,448,3116,,,2022-11-23,https://www.mhlw.go.jp/content/10900000/001017422.xlsx,２／３,32%,,２／３,0%,,１／２,5%,,136,3%,30,448,0,0,0,111,0,5,0,0,0,0,0,0,１／１,5,5,0%
32,島根県,3778,223,387,,2,28,,11,133,3353,,,2022-11-23,https://www.mhlw.go.jp/content/10900000/001017422.xlsx,３／５,22%,,３／５,7%,,３／５,8%,,280,6%,5,133,14,191,1,87,0,0,2,0,0,0,0,0,－,0,0,－
33,岡山県,9990,272,599,,7,67,,119,629,9595,,,2022-11-23,https://www.mhlw.go.jp/content/10900000/001017422.xlsx,４／４,41%,,２／４,10%,,２／３,19%,,491,3%,21,373,369,4,1,247,0,0,7,0,0,0,0,0,２／４,0,5,0%
34,広島県,19336,357,523,,5,41,,330,1779,18649,,,2022-11-23,https://www.mhlw.go.jp/content/10900000/001017422.xlsx,４／４,49%,,４／４,12%,,４／４,19%,,506,2%,38,1022,187,0,0,255,4,19,5,0,0,0,0,4,４／４,19,19,21%
35,山口県,4699,167,680,,0,47,,55,671,4477,,,2022-11-23,https://www.mhlw.go.jp/content/10900000/001017422.xlsx,３／４,25%,,３／４,0%,,３／４,8%,,527,4%,23,671,292,0,0,167,0,0,0,0,0,0,0,0,３／４,0,0,－
36,徳島県,2487,81,286,,0,25,,69,414,2337,,,2022-11-23,https://www.mhlw.go.jp/content/10900000/001017422.xlsx,３／５,28%,,３／５,0%,,５／５,17%,,185,3%,16,414,0,0,0,81,0,22,0,0,0,0,0,0,３／５,0,22,0%
37,香川県,4297,190,273,,1,30,,108,474,3999,,,2022-11-23,https://www.mhlw.go.jp/content/10900000/001017422.xlsx,２／３,35%,,２／３,3%,,２／２,23%,,203,4%,21,474,116,0,0,95,0,0,1,0,0,0,0,0,２／３,0,0,－
38,愛媛県,5252,253,400,,1,19,,30,263,4969,,,2022-11-23,https://www.mhlw.go.jp/content/10900000/001017422.xlsx,２／３,46%,,２／３,5%,,３／３,11%,,315,5%,9,263,259,0,0,184,0,0,1,0,0,0,67,0,２／３,67,67,0%
39,高知県,2363,82,365,,1,24,,23,190,2258,,,2022-11-23,https://www.mhlw.go.jp/content/10900000/001017422.xlsx,３／５,16%,,３／５,4%,,３／５,12%,,218,3%,16,190,73,0,0,58,0,0,1,0,0,0,0,0,３／５,0,0,－
40,福岡県,15671,808,2024,,5,217,,248,2432,14615,,,2022-11-23,https://www.mhlw.go.jp/content/10900000/001017422.xlsx,４／５,29%,,４／５,2%,,４／４,10%,,1354,5%,195,2432,0,0,0,591,0,0,5,0,0,0,19,0,１／２,19,222,0%
41,佐賀県,3724,219,580,,1,48,,31,490,3474,,,2022-11-23,https://www.mhlw.go.jp/content/10900000/001017422.xlsx,３／５,29%,,１／５,2%,,１／４,6%,,312,6%,14,490,235,0,0,169,0,50,1,0,0,0,0,0,３／５,50,50,0%
42,長崎県,3897,286,496,,1,36,,80,626,3531,,,2022-11-23,https://www.mhlw.go.jp/content/10900000/001017422.xlsx,３／４,36%,,３／４,3%,,３／４,13%,,307,7%,21,626,135,0,0,178,0,0,1,0,0,0,0,0,３／４,0,0,－
43,熊本県,6379,318,754,,4,54,,171,1226,5874,,,2022-11-23,https://www.mhlw.go.jp/content/10900000/001017422.xlsx,２／２,37%,,２／２,7%,,２／２,14%,,754,5%,54,1226,0,16,16,282,0,0,4,0,0,0,0,0,－,0,0,－
44,大分県,4346,139,552,,1,43,,57,1460,4150,,,2022-11-23,https://www.mhlw.go.jp/content/10900000/001017422.xlsx,３／４,25%,,３／４,2%,,３／４,4%,,320,3%,42,1270,141,0,0,139,0,0,1,0,0,29,254,29,３／４,175,254,11%
45,宮崎県,3270,79,374,,2,17,,53,500,3138,,,2022-11-23,https://www.mhlw.go.jp/content/10900000/001017422.xlsx,２／２,16%,,２／２,12%,,３／３,11%,,374,2%,17,500,108,0,0,59,0,0,2,0,0,0,0,0,３／３,0,0,－
46,鹿児島県,3219,224,501,,2,25,,253,1653,2682,,,2022-11-23,https://www.mhlw.go.jp/content/10900000/001017422.xlsx,３／４,29%,,３／４,8%,,３／４,15%,,405,7%,11,955,0,60,0,144,0,0,2,0,0,0,47,0,１／４,0,59,0%
47,沖縄県,2490,102,626,,7,40,,168,1255,2180,,,2022-11-23,https://www.mhlw.go.jp/content/10900000/001017422.xlsx,４／５,16%,,４／５,18%,,４／５,13%,,476,4%,34,1241,57,40,0,102,0,25,7,0,0,6,75,6,４／５,100,100,6%
01,北海道,54473,2407,2284,,15,116,,357,2215,49877,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,３／３,57%,,３／３,13%,,２／３,16%,,2284,4%,116,2085,0,1832,0,1292,0,0,15,0,0,0,0,0,２／３,56,56,0%
02,青森県,9340,423,480,,4,31,,78,660,8829,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,３／５,52%,,１／５,13%,,３／５,12%,,468,5%,31,660,0,10,10,248,0,0,4,0,0,0,0,0,－,0,0,－
03,岩手県,10385,156,334,,1,34,,85,280,10144,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,２／２,47%,,２／２,3%,,２／２,30%,,334,2%,34,280,0,0,0,156,0,0,1,0,0,0,0,0,－,0,0,－
04,宮城県,23568,593,592,,18,55,,863,2090,20974,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,Ⅰ／Ⅰ,63%,,Ⅰ／Ⅰ,33%,,Ⅰ／Ⅰ,41%,,592,3%,55,2090,0,1138,0,375,0,0,18,0,0,0,0,0,－,0,0,－
05,秋田県,8254,408,316,,1,24,,85,415,7614,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,６／６,49%,,６／６,4%,,６／６,20%,,316,5%,24,415,771,147,0,156,0,0,1,0,0,0,0,0,－,0,0,－
06,山形県,9827,457,284,,0,26,,47,348,9323,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,Ⅰ／Ⅱ,53%,,Ⅰ／Ⅱ,0%,,Ⅰ／Ⅱ,14%,,284,5%,26,348,0,0,0,151,0,0,0,0,0,0,0,0,Ⅰ／Ⅱ,0,0,－
07,福島県,16766,603,768,,3,46,,409,1224,15754,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,３／３,55%,,３／３,4%,,３／３,33%,,760,4%,46,1224,327,0,0,421,0,8,2,0,0,0,0,0,３／３,19,27,0%
08,茨城県,15288,434,706,,10,63,,618,2689,14236,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,７／７,61%,,１／７,16%,,４／５,23%,,700,3%,30,1539,0,0,0,434,0,0,10,0,0,0,0,0,－,0,0,－
09,栃木県,13480,340,664,,5,46,,111,1050,13029,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,２／３,51%,,２／３,11%,,２／３,11%,,467,3%,26,755,0,0,0,340,17,102,5,0,0,0,0,17,２／３,102,102,17%
10,群馬県,13575,541,676,,7,37,,229,1727,11391,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,４／４,58%,,４／４,19%,,４／６,13%,,676,4%,37,854,538,1414,1,389,0,0,7,0,0,0,0,0,２／４,0,6,0%
11,埼玉県,37483,1278,1715,,19,191,,603,1986,34660,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,４／４,58%,,１／４,10%,,４／４,30%,,1386,3%,62,1702,0,937,0,987,0,0,19,0,0,0,0,5,４／４,9,23,22%
12,千葉県,30760,1092,1694,,8,128,,347,1758,29321,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,２／２,46%,,２／２,6%,,２／２,20%,,1396,4%,112,1758,0,0,0,780,27,189,8,0,0,0,3,27,２／２,63,192,14%
13,東京都,77338,3066,7496,,393,1047,,2385,7870,68428,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,２／２,39%,,１／２,38%,,２／２,30%,,5005,4%,808,7870,959,3357,219,2924,225,579,393,0,0,151,370,478,２／２,1419,1701,28%
14,神奈川県,46877,1333,2200,,24,210,,206,1798,45286,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,３／４,61%,,１／４,11%,,１／１,11%,,1904,3%,96,1798,834,52,0,1333,0,0,24,0,0,0,0,0,－,0,0,－
15,新潟県,17666,419,688,,4,112,,33,357,17214,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,３／４,61%,,３／４,0%,,３／３,9%,,601,2%,112,357,377,0,0,419,0,0,0,0,0,0,0,0,１／３,0,10,0%
16,富山県,7548,236,492,,1,36,,104,510,7208,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,３／３,46%,,３／３,3%,,３／３,20%,,421,3%,36,510,0,0,0,228,0,0,1,0,0,0,0,0,３／３,0,0,－
17,石川県,7630,217,518,,1,41,,81,630,7332,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,Ⅱ／Ⅱ,42%,,Ⅱ／Ⅱ,2%,,Ⅱ／Ⅱ,13%,,426,3%,37,630,0,0,0,217,0,0,1,0,0,0,0,0,Ⅱ／Ⅱ,0,0,－
18,福井県,3986,117,499,,0,24,,152,575,3717,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,２／４,23%,,２／４,0%,,２／４,26%,,210,3%,13,425,0,0,0,117,0,100,0,0,0,0,0,0,２／４,0,100,0%
19,山梨県,6169,171,438,,0,24,,171,969,5823,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,４／５,39%,,４／５,0%,,４／５,18%,,387,3%,24,969,474,4,0,171,0,0,0,0,0,84,639,84,４／５,639,639,13%
20,長野県,19299,684,531,,2,43,,159,735,18456,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,３／３,69%,,３／３,5%,,３／３,22%,,516,4%,37,735,614,0,0,366,0,0,2,0,0,0,0,0,－,0,0,－
21,岐阜県,14454,384,886,,0,59,,330,1932,13586,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,４／５,43%,,４／５,0%,,３／３,17%,,695,3%,51,1932,785,154,13,384,0,0,0,0,0,0,4,0,３／３,4,4,0%
22,静岡県,16123,303,827,,2,58,,86,773,15734,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,３／３,30%,,３／３,3%,,３／３,11%,,827,2%,58,773,0,0,0,245,0,0,2,0,0,0,0,0,３／３,0,50,0%
23,愛知県,46511,1568,1690,,19,148,,586,2737,42502,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,２／２,55%,,２／２,13%,,２／２,21%,,1690,3%,148,2679,0,1855,0,925,0,0,19,0,0,0,0,0,２／２,0,0,－
24,三重県,9780,274,558,,5,50,,47,468,9459,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,Ⅰ／Ⅱ,38%,,Ⅰ／Ⅱ,10%,,３／３,10%,,505,3%,49,468,189,0,0,213,0,0,5,0,0,0,0,0,１／２,0,10,0%
25,滋賀県,8314,445,501,,2,52,,71,631,7790,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,Ⅰ／Ⅰ,61%,,Ⅰ／Ⅰ,4%,,Ⅰ／Ⅰ,11%,,431,5%,52,631,94,8,0,308,22,30,2,0,0,0,0,22,Ⅰ／Ⅰ,30,30,73%
26,京都府,10131,495,1033,,61,175,,110,1126,9526,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,２／２,48%,,２／２,35%,,１／１,10%,,1033,5%,175,1126,0,0,0,495,0,110,61,0,0,0,0,0,２／２,110,110,0%
27,大阪府,40399,1412,4713,,361,1544,,1395,9505,37592,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,４／５,28%,,１／５,23%,,５／７,15%,,2504,3%,1135,6025,0,0,0,1328,0,0,359,0,0,49,188,49,Ⅰ／Ⅰ,196,226,22%
28,兵庫県,19328,625,1712,,16,142,,214,1812,18489,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,３／５,37%,,３／５,11%,,３／５,12%,,1200,3%,100,1400,0,0,0,625,0,0,16,0,0,0,0,0,－,0,0,－
29,奈良県,6160,292,566,,4,36,,72,969,5796,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,２／３,34%,,２／３,11%,,２／３,7%,,353,5%,25,969,0,0,0,190,0,0,4,0,0,0,0,0,２／３,0,0,－
30,和歌山県,3941,196,636,,1,26,,61,178,3684,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,２／４,31%,,２／４,4%,,２／４,34%,,300,5%,17,178,0,0,0,196,0,0,1,0,0,0,0,0,２／４,178,181,0%
31,鳥取県,3948,146,351,,0,47,,25,448,3777,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,２／３,42%,,２／３,0%,,１／２,6%,,241,4%,30,448,0,0,0,146,0,5,0,0,0,0,0,0,１／１,5,5,0%
32,島根県,4337,213,387,,1,28,,8,133,3856,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,３／５,22%,,３／５,4%,,３／５,6%,,280,5%,5,133,64,260,2,87,0,0,1,0,0,0,0,0,－,0,0,－
33,岡山県,11215,348,600,,7,67,,103,629,10758,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,４／４,45%,,２／４,10%,,２／３,16%,,491,3%,21,373,378,6,3,269,0,0,7,0,0,0,0,0,２／４,0,5,0%
34,広島県,19750,428,524,,9,41,,308,1779,19014,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,４／４,60%,,４／４,22%,,４／４,17%,,515,2%,38,1022,132,0,0,317,2,19,9,0,0,0,0,2,４／４,19,19,11%
35,山口県,5345,220,680,,0,47,,41,671,5083,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,４／４,32%,,４／４,0%,,４／４,6%,,680,4%,47,671,443,1,1,220,0,0,0,0,0,0,0,0,４／４,0,0,－
36,徳島県,2772,85,286,,2,25,,68,414,2619,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,３／５,30%,,３／５,8%,,５／５,16%,,185,3%,16,414,0,0,0,85,0,22,2,0,0,0,0,0,３／５,0,22,0%
37,香川県,4739,233,307,,1,29,,111,474,4393,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,３／４,40%,,３／４,3%,,２／２,23%,,229,5%,26,474,153,2,0,124,0,0,1,0,0,0,0,0,３／４,0,0,－
38,愛媛県,6275,264,400,,1,19,,29,263,5982,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,２／３,47%,,２／３,5%,,３／３,11%,,315,4%,9,263,251,0,0,188,0,0,1,0,0,0,67,0,２／３,67,67,0%
39,高知県,3110,117,365,,3,24,,13,190,2980,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,４／５,26%,,４／５,13%,,４／５,7%,,273,4%,16,190,96,0,0,95,0,0,3,0,0,0,0,0,４／５,0,0,－
40,福岡県,18609,1011,2024,,5,217,,310,2432,17288,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,４／５,31%,,４／５,2%,,４／４,13%,,1353,5%,195,2432,0,0,0,625,0,0,5,0,0,0,19,0,１／２,19,222,0%
41,佐賀県,4462,281,580,,1,48,,38,390,4143,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,４／５,31%,,１／５,2%,,１／４,10%,,371,6%,8,390,159,0,0,180,0,50,1,0,0,0,0,0,４／５,50,50,0%
42,長崎県,4490,287,511,,2,30,,80,626,4123,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,３／４,33%,,３／４,7%,,３／４,13%,,383,6%,24,626,131,0,0,167,0,0,2,0,0,0,0,0,３／４,0,0,－
43,熊本県,7476,332,754,,8,54,,175,1226,6967,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,２／２,40%,,２／２,15%,,２／２,14%,,754,4%,54,1226,0,2,2,300,0,0,8,0,0,0,0,0,－,0,0,－
44,大分県,5327,178,552,,4,43,,48,1460,5101,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,３／４,32%,,３／４,9%,,３／４,3%,,331,3%,42,1270,116,0,0,178,0,0,4,0,0,23,254,23,３／４,175,254,9%
45,宮崎県,3708,102,374,,1,17,,68,500,3538,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,２／２,16%,,２／２,6%,,３／３,14%,,374,3%,17,500,152,0,0,61,0,0,1,0,0,0,0,0,３／３,0,0,－
46,鹿児島県,3647,262,501,,1,25,,276,1653,3079,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,３／４,33%,,３／４,4%,,３／４,17%,,405,7%,11,955,0,30,0,164,0,0,1,0,0,0,47,0,１／４,0,59,0%
47,沖縄県,3137,160,638,,10,42,,242,1255,2672,,,2022-11-30,https://www.mhlw.go.jp/content/10900000/001019538.xlsx,４／５,25%,,４／５,24%,,４／５,19%,,492,5%,36,1241,57,63,0,160,0,25,10,0,0,11,75,11,４／５,100,100,11%
01,北海道,47040,2248,2284,,12,116,,350,2215,42934,,,2022-12-07,https://www.mhlw.go.jp/content/10900000/001022450.xlsx,３／３,58%,,３／３,10%,,２／３,16%,,2284,5%,116,2085,0,1508,0,1322,0,0,12,0,0,0,0,0,２／３,56,56,0%
02,青森県,8977,492,480,,2,31,,82,660,8403,,,2022-12-07,https://www.mhlw.go.jp/content/10900000/001022450.xlsx,３／５,49%,,１／５,6%,,３／５,12%,,468,5%,31,660,0,0,0,236,0,0,2,0,0,0,0,0,－,0,0,－
03,岩手県,9895,172,348,,1,34,,93,280,9630,,,2022-12-07,https://www.mhlw.go.jp/content/10900000/001022450.xlsx,２／２,49%,,２／２,3%,,２／２,33%,,348,2%,34,280,0,0,0,172,0,0,1,0,0,0,0,0,－,0,0,－
04,宮城県,23051,549,592,,11,55,,891,2090,20482,,,2022-12-07,https://www.mhlw.go.jp/content/10900000/001022450.xlsx,Ⅰ／Ⅰ,64%,,Ⅰ／Ⅰ,20%,,Ⅰ／Ⅰ,43%,,592,2%,55,2090,0,1129,0,378,0,0,11,0,0,0,0,0,－,0,0,－
05,秋田県,7551,474,316,,3,24,,85,415,6868,,,2022-12-07,https://www.mhlw.go.jp/content/10900000/001022450.xlsx,６／６,58%,,６／６,13%,,６／６,20%,,316,6%,24,415,1152,124,0,182,0,0,3,0,0,0,0,0,－,0,0,－
06,山形県,9192,326,284,,1,26,,43,348,8823,,,2022-12-07,https://www.mhlw.go.jp/content/10900000/001022450.xlsx,Ⅰ／Ⅱ,43%,,Ⅰ／Ⅱ,4%,,Ⅰ／Ⅱ,12%,,284,4%,26,348,0,0,0,121,0,0,1,0,0,0,0,0,Ⅰ／Ⅱ,0,0,－
07,福島県,17078,663,774,,2,46,,379,1224,16036,,,2022-12-07,https://www.mhlw.go.jp/content/10900000/001022450.xlsx,３／３,57%,,３／３,4%,,３／３,31%,,766,4%,46,1224,389,0,0,439,0,8,2,0,0,0,0,0,３／３,19,27,0%
08,茨城県,17292,460,803,,7,75,,730,2689,16102,,,2022-12-07,https://www.mhlw.go.jp/content/10900000/001022450.xlsx,Ⅰ／Ⅱ,57%,,１／７,9%,,４／５,27%,,800,3%,30,1539,0,0,0,460,0,0,7,0,0,0,0,0,－,0,0,－
09,栃木県,14113,370,667,,9,46,,108,1050,13635,,,2022-12-07,https://www.mhlw.go.jp/content/10900000/001022450.xlsx,３／３,55%,,３／３,20%,,２／３,10%,,667,3%,46,755,0,0,0,370,11,102,9,0,0,0,0,11,３／３,102,102,11%
10,群馬県,14807,734,676,,8,37,,227,1727,11821,,,2022-12-07,https://www.mhlw.go.jp/content/10900000/001022450.xlsx,４／４,66%,,４／４,22%,,４／６,13%,,676,5%,37,854,709,2025,2,443,0,0,8,0,0,0,0,0,２／４,0,6,0%
11,埼玉県,43041,1531,1733,,22,191,,749,1986,39743,,,2022-12-07,https://www.mhlw.go.jp/content/10900000/001022450.xlsx,４／４,64%,,１／４,12%,,４／４,38%,,1521,4%,66,1702,0,1009,0,1117,0,0,22,0,0,0,0,9,４／４,9,23,39%
12,千葉県,34781,1379,1725,,8,125,,384,1758,33018,,,2022-12-07,https://www.mhlw.go.jp/content/10900000/001022450.xlsx,２／２,51%,,２／２,6%,,２／２,22%,,1573,4%,113,1758,0,0,0,876,31,189,8,0,0,0,3,31,２／２,126,192,16%
13,東京都,83186,3301,7477,,475,1114,,2202,8120,74311,,,2022-12-07,https://www.mhlw.go.jp/content/10900000/001022450.xlsx,２／２,43%,,１／２,43%,,２／２,27%,,5831,4%,852,8120,830,3346,228,3179,333,912,475,0,0,117,370,476,２／２,1242,1342,35%
14,神奈川県,51199,1543,2200,,34,210,,293,1551,49295,,,2022-12-07,https://www.mhlw.go.jp/content/10900000/001022450.xlsx,３／４,70%,,１／４,16%,,１／１,19%,,2092,3%,95,1551,1165,68,0,1543,0,0,34,0,0,0,0,0,－,0,0,－
15,新潟県,18214,443,694,,4,112,,44,357,17727,,,2022-12-07,https://www.mhlw.go.jp/content/10900000/001022450.xlsx,３／４,64%,,３／４,4%,,３／３,12%,,533,2%,112,357,491,0,0,443,0,0,4,0,0,0,0,0,１／３,0,10,0%
16,富山県,8027,276,492,,1,36,,109,510,7642,,,2022-12-07,https://www.mhlw.go.jp/content/10900000/001022450.xlsx,３／３,53%,,３／３,3%,,３／３,21%,,464,3%,36,510,0,0,0,259,0,0,1,0,0,0,0,0,３／３,0,0,－
17,石川県,7774,254,523,,2,41,,53,630,7467,,,2022-12-07,https://www.mhlw.go.jp/content/10900000/001022450.xlsx,Ⅱ／Ⅱ,49%,,Ⅱ／Ⅱ,5%,,Ⅱ／Ⅱ,8%,,426,3%,37,630,0,0,0,254,0,0,2,0,0,0,0,0,Ⅱ／Ⅱ,0,0,－
18,福井県,3511,123,501,,0,24,,159,575,3229,,,2022-12-07,https://www.mhlw.go.jp/content/10900000/001022450.xlsx,３／４,25%,,３／４,0%,,２／４,28%,,224,4%,16,425,0,0,0,123,0,100,0,0,0,0,0,0,３／４,0,100,0%
19,山梨県,5880,169,438,,0,24,,137,969,5572,,,2022-12-07,https://www.mhlw.go.jp/content/10900000/001022450.xlsx,４／５,39%,,４／５,0%,,４／５,14%,,387,3%,24,969,489,2,0,169,0,0,0,0,0,67,639,67,４／５,639,639,10%
20,長野県,17119,678,531,,4,43,,148,735,16293,,,2022-12-07,https://www.mhlw.go.jp/content/10900000/001022450.xlsx,３／３,68%,,３／３,9%,,３／３,20%,,523,4%,37,735,781,0,0,359,0,0,4,0,0,0,0,0,－,0,0,－
21,岐阜県,15370,391,886,,2,59,,304,1932,14563,,,2022-12-07,https://www.mhlw.go.jp/content/10900000/001022450.xlsx,４／５,41%,,４／５,3%,,３／３,16%,,695,3%,51,1932,894,112,34,359,0,0,2,0,0,0,4,0,３／３,4,4,0%
22,静岡県,18000,353,827,,3,58,,93,773,17554,,,2022-12-07,https://www.mhlw.go.jp/content/10900000/001022450.xlsx,３／３,32%,,３／３,5%,,３／３,12%,,827,2%,58,773,0,0,0,262,0,0,3,0,0,0,0,0,３／３,0,50,0%
23,愛知県,47671,1788,1690,,21,148,,542,2737,43447,,,2022-12-07,https://www.mhlw.go.jp/content/10900000/001022450.xlsx,２／２,65%,,２／２,14%,,２／２,20%,,1690,4%,148,2679,0,1894,0,1100,0,0,21,0,0,0,0,0,２／２,0,0,－
24,三重県,10677,280,558,,5,50,,60,468,10337,,,2022-12-07,https://www.mhlw.go.jp/content/10900000/001022450.xlsx,Ⅰ／Ⅱ,42%,,Ⅰ／Ⅱ,10%,,３／３,13%,,558,3%,50,468,349,0,0,235,0,0,5,0,0,0,0,0,１／２,0,10,0%
25,滋賀県,7946,570,501,,5,52,,65,518,7302,,,2022-12-07,https://www.mhlw.go.jp/content/10900000/001022450.xlsx,Ⅰ／Ⅰ,59%,,Ⅰ／Ⅰ,10%,,Ⅰ／Ⅰ,13%,,493,7%,52,502,166,9,0,296,15,30,5,0,0,0,0,15,Ⅰ／Ⅰ,30,30,50%
26,京都府,11462,485,1033,,63,175,,159,1126,10818,,,2022-12-07,https://www.mhlw.go.jp/content/10900000/001022450.xlsx,２／２,47%,,２／２,36%,,１／１,14%,,1033,4%,175,1126,0,0,0,485,0,110,63,0,0,0,0,0,２／２,110,110,0%
27,大阪府,44828,1627,4716,,414,1555,,1594,9096,41607,,,2022-12-07,https://www.mhlw.go.jp/content/10900000/001022450.xlsx,４／５,33%,,１／５,27%,,５／７,18%,,2745,4%,1146,6255,0,0,0,1555,0,0,413,0,0,58,188,58,Ⅰ／Ⅰ,196,226,26%
28,兵庫県,23058,692,1712,,17,142,,261,1812,22105,,,2022-12-07,https://www.mhlw.go.jp/content/10900000/001022450.xlsx,３／５,40%,,３／５,12%,,３／５,14%,,1200,3%,100,1400,0,0,0,692,0,0,17,0,0,0,0,0,－,0,0,－
29,奈良県,7148,353,566,,5,36,,87,969,6708,,,2022-12-07,https://www.mhlw.go.jp/content/10900000/001022450.xlsx,３／３,41%,,３／３,14%,,３／３,9%,,566,5%,36,969,0,0,0,232,0,0,5,0,0,0,0,0,３／３,0,0,－
