行ID,施設名,郵便番号,住所,電話番号,ウェブサイトURL,初診の対応可能,再診の対応可能,対応診療科,担当医師名,対面診療が必要と判断した場合に連携する医療機関名（複数ある場合は複数、住所も併せて記載）,地方ID,地方,ID地方,都道府県ID,都道府県,ID都道府県,市区町村ID,市区町村,ID市区町村,二次医療圏ID,二次医療圏,ID二次医療圏
83,札幌はたけやま内科・胃カメラ大腸内視鏡クリニック,064-0821,札幌市中央区北１条西２３丁目2番14号RK円山鳥居前ビル2階,011-688-7950,https://hatakeyama-naika.com/,×,〇,内科、内視鏡内科,畠山巧生,,1,北海道,1北海道,1,北海道,01北海道,1101,札幌市中央区,01101札幌市中央区,104,札幌,0104札幌
84,札幌マタニティ・ウイメンズＪＲタワークリック,060-0005,札幌市中央区北5条西2丁目JRタワーオフィスプラザ札幌8F,011-209-5305,https://www.smwh.or.jp,×,〇,婦人科,晴山仁志小泉明希,札幌マタニティウイメンズホスピタル（札幌市北区北13条西4丁目）,1,北海道,1北海道,1,北海道,01北海道,1101,札幌市中央区,01101札幌市中央区,104,札幌,0104札幌
85,札幌マタニティ・ウイメンズ南1条クリニック,060-0061,札幌市中央区南1条西6丁目第27桂和ビル4F,011-208-1880,,×,〇,産婦人科,八重樫稔,札幌マタニティウイメンズホスピタル（札幌市北区北13条西4丁目）,1,北海道,1北海道,1,北海道,01北海道,1101,札幌市中央区,01101札幌市中央区,104,札幌,0104札幌
86,札幌ワーカーズクリニック,060-0005,札幌市中央区北５条西２丁目５番地ＪＲタワーオフィスプラザさっぽろ７Ｆ,011-209-5544,http://workers-clinic.com/,×,〇,内科,佐藤修二,まずは当クリニックへの受診を促す,1,北海道,1北海道,1,北海道,01北海道,1101,札幌市中央区,01101札幌市中央区,104,札幌,0104札幌
87,札幌駅前しきしま乳腺外科クリニック,069-0004,北海道札幌市中央区北4条西3丁目1札幌駅前合同ビル8階,011-208-6000,http://www.ssb-c.com,〇,〇,乳腺外科,敷島裕之,NTT東日本札幌病院国家公務員共済組合連合会斗南病院,1,北海道,1北海道,1,北海道,01北海道,1101,札幌市中央区,01101札幌市中央区,104,札幌,0104札幌
88,札幌円山腎・泌尿器科クリニック,064-0820,北海道札幌市中央区大通西25丁目1－2ハートランド円山ビル2階,011-614-1155,http://www.maruyama-urology.dr-clinic.jp,×,〇,泌尿器科,續多香子,,1,北海道,1北海道,1,北海道,01北海道,1101,札幌市中央区,01101札幌市中央区,104,札幌,0104札幌
89,札幌大通リウマチ内科,060-0061,北海道札幌市中央区南１条西３丁目８エムズ札幌ビル５階,011-280-7777,https://sorn.jp/,×,〇,リウマチ科内科,澤向範文,北海道大学病院市立札幌病院斗南病院,1,北海道,1北海道,1,北海道,01北海道,1101,札幌市中央区,01101札幌市中央区,104,札幌,0104札幌
90,札幌大通西16丁目はなえみレディースクリニック,060-0042,札幌市大通西16丁目1-10ITCセンタービル6階,011-633-8703,https://hanaemi-clinic.com/,×,〇,産婦人科,藥師義弘,,1,北海道,1北海道,1,北海道,01北海道,1101,札幌市中央区,01101札幌市中央区,104,札幌,0104札幌
91,山鼻電車通り整形外科クリニック,064-0922,北海道札幌市中央区南22条西7丁目1-27アクロスプラザ南22条1F,011-530-1155,http://yamahana-seikei.com/,×,△,整形外科、リハビリテーション科、リウマチ科,村瀬正樹,,1,北海道,1北海道,1,北海道,01北海道,1101,札幌市中央区,01101札幌市中央区,104,札幌,0104札幌
92,上埜耳鼻咽喉科,060-0002,北海道札幌市中央区北２条西２丁目２９－２ウエノビル２F,011-221-1445,なし,×,〇,耳鼻咽喉科,上埜博史,市立札幌病院（北海道札幌市中央区北11条西13丁目）,1,北海道,1北海道,1,北海道,01北海道,1101,札幌市中央区,01101札幌市中央区,104,札幌,0104札幌
93,創世内科クリニック,060-0031,札幌市中央区北1条東3丁目2-2シティハウス札幌大通東1階,011-272-7111,http://www.soseinaika.jp/,〇,〇,内科,小番英裕,市立札幌病院（札幌市中央区北11条西13丁目）JR札幌病院（札幌市中央区北3条東1丁目）,1,北海道,1北海道,1,北海道,01北海道,1101,札幌市中央区,01101札幌市中央区,104,札幌,0104札幌
94,中央内科医院,064-0807,札幌市中央区南7条西15丁目2-1-1,011-561-6362,https://c-hakujinkai.com/,×,〇,内科,菊入国康,,1,北海道,1北海道,1,北海道,01北海道,1101,札幌市中央区,01101札幌市中央区,104,札幌,0104札幌
95,中橋内科クリニック,064-0810,札幌市中央区南10条西21丁目7-17,011-561-3330,nakahashi-clinic@s-junkanki.or.jp,×,〇,内科循環器内科,小林尚子,,1,北海道,1北海道,1,北海道,01北海道,1101,札幌市中央区,01101札幌市中央区,104,札幌,0104札幌
96,椿診療所,060-0061,札幌市中央区南1条西10丁目3番地,011-281-0808,http://www.tsubakiclinic.jp/,×,〇,内科外科,生田圭司,,1,北海道,1北海道,1,北海道,01北海道,1101,札幌市中央区,01101札幌市中央区,104,札幌,0104札幌
97,南1条メンタルクリニック,060-0061,札幌市中央区南1条西16丁目レーベルビル3F,011-613-1025,,×,〇,精神科,金田圭司,,1,北海道,1北海道,1,北海道,01北海道,1101,札幌市中央区,01101札幌市中央区,104,札幌,0104札幌
98,富田内科クリニック,060-0002,北海道札幌市中央区北2条西1丁目1番地マルイト札幌ビル2階,011-242-5300,http://tomita-c.com,×,〇,内科循環器内科,富田文,JR札幌病院（北海道札幌市中央区北3条東1丁目）NTT東日本札幌病院（北海道札幌市中央区南1条西15丁目）市立札幌病院（北海道札幌市中央区北11条西13丁目）北海道大学病院（北海道札幌市北区北14条西5丁目）,1,北海道,1北海道,1,北海道,01北海道,1101,札幌市中央区,01101札幌市中央区,104,札幌,0104札幌
99,札幌鈴木病院,001-0903,札幌市北区新琴似２条１丁目１－２７,011-709-5511,http://sapporo-suzuki-hospital.jp/,×,〇,内科精神科心療内科,鈴木、篠原、岡本、丹羽、古堅、千葉、,北海道大学病院（札幌市北区北１４条西５丁目）市立札幌病院（札幌市中央区北１１条西１３丁目）北海道医療センター（札幌市西区山の手５条７丁目）手稲渓仁会病院（札幌市手稲区前田１条１２丁目）,1,北海道,1北海道,1,北海道,01北海道,1102,札幌市北区,01102札幌市北区,104,札幌,0104札幌
100,医療法人社団五稜会病院,002-8029,札幌市北区篠路9条6丁目2番3号,011-771-5660,http://www.goryokai.com,×,〇,精神科心療内科,中島公博千丈雅徳富永英俊山口択窪田誠貴志昌矢田上洋平中山誠中西克彦大升宏一,市立札幌病院(札幌市中央区北11条西13丁目）,1,北海道,1北海道,1,北海道,01北海道,1102,札幌市北区,01102札幌市北区,104,札幌,0104札幌
101,医療法人社団心優会中江病院,001-0022,札幌市北区北22条西７丁目2-1,011-716-7181,http://www.shinyukai-r.or.jp/nakae/,×,〇,精神科内科,各担当医,,1,北海道,1北海道,1,北海道,01北海道,1102,札幌市北区,01102札幌市北区,104,札幌,0104札幌
102,医療法人社団憲仁会牧田病院,001-0901,北海道札幌市北区新琴似１条２丁目6-25,011-761-4835,,×,〇,呼吸器科アレルギー科,,,1,北海道,1北海道,1,北海道,01北海道,1102,札幌市北区,01102札幌市北区,104,札幌,0104札幌
103,医療法人社団翔嶺館札幌優翔館病院,002-8042,札幌市北区東茨戸２条２丁目８番２５号,011-772-9211,http://www.shoureikan.jp/yuushoukan/,×,△,内科,常勤医全医師,,1,北海道,1北海道,1,北海道,01北海道,1102,札幌市北区,01102札幌市北区,104,札幌,0104札幌
104,大塚眼科病院,001-0016,札幌市北区北16条西4丁目2-17,011-747-5211,,×,〇,眼科,主治医,,1,北海道,1北海道,1,北海道,01北海道,1102,札幌市北区,01102札幌市北区,104,札幌,0104札幌
105,社会医療法人松田整形外科記念病院,001-0018,北海道札幌市北区北18条西4丁目1番35号,011-746-3666,http://www.matsuda-oh.com/,×,〇,整形外科歯科口腔外科,菅原誠他7名,無,1,北海道,1北海道,1,北海道,01北海道,1102,札幌市北区,01102札幌市北区,104,札幌,0104札幌
106,特定医療法人朋友会石金病院,001-0930,北海道札幌市北区新川714番地2,011-762-4111,https://www.ishikane-hospital.or.jp/,×,〇,精神科,石金朋人香坂雅子井上誠士郎三枝英之石井純本田玲枝森祥子,,1,北海道,1北海道,1,北海道,01北海道,1102,札幌市北区,01102札幌市北区,104,札幌,0104札幌
107,北海道大学病院,060-8648,札幌市北区北１４条西５丁目,011-716-1161,http://www.huhp.hokudai.ac.jp/,×,〇,別添参照,内科Ⅰ今野哲内科Ⅱ渥美達也消化器内科坂本直哉循環器内科安斉俊久消化器外科Ⅰ武冨紹信消化器外科Ⅱ平野聡整形外科岩崎倫政,対面診療が必要と判断した場合は、当院にて行う。,1,北海道,1北海道,1,北海道,01北海道,1102,札幌市北区,01102札幌市北区,104,札幌,0104札幌
108,北祐会神経内科病院,060-0807,札幌市北区北7条西5丁目7番6号第27ビッグ札幌北スカイビル12F,011-700-5858,https://www.hokuyukai.clinic/,×,〇,神経内科、リバリテーション科,廣谷真田代淳,北祐会神経内科病院,1,北海道,1北海道,1,北海道,01北海道,1102,札幌市北区,01102札幌市北区,104,札幌,0104札幌
109,あさぶハート・内科クリニック,001-0040,札幌市北区北40条西4丁目1-1ASABULAND1F,011-374-7667,https://asabu-heart.com/,〇,〇,循環器内科、消化器内科、内科,福島新福島拓,北海道大学病院（札幌市北区北14条西5丁目）静和記念病院（札幌市西区琴似1条5丁目1-1）,1,北海道,1北海道,1,北海道,01北海道,1102,札幌市北区,01102札幌市北区,104,札幌,0104札幌
110,いりうだ内科・糖尿病内科クリニック,001-0922,北海道札幌市北区新川2条1丁目1-22,011-738-1200,https://iriuda-clinic.com/,×,〇,内科,入宇田能弥,なし,1,北海道,1北海道,1,北海道,01北海道,1102,札幌市北区,01102札幌市北区,104,札幌,0104札幌
111,ウィミンズクリニック札幌,060-0807,札幌市北区北7条西5丁目8－5,011-738-7877,http://www.w-clinic-sapporo.or.jp,×,〇,内科,堀本正禎,,1,北海道,1北海道,1,北海道,01北海道,1102,札幌市北区,01102札幌市北区,104,札幌,0104札幌
112,エルムの杜内科クリニック,001-0018,札幌市北区北18条西7丁目1-1,011-708-0003,,×,〇,内科,渋谷英二渋谷由江,北海道大学病院（札幌市北区北14条西5丁目）,1,北海道,1北海道,1,北海道,01北海道,1102,札幌市北区,01102札幌市北区,104,札幌,0104札幌
113,かしま内科クリニック,002-8072,札幌市北区あいの里2条3丁目16-7,011-778-7031,http://www13.plala.or.jp/kashimanaika/,〇,〇,内科,鹿嶋嗣一,,1,北海道,1北海道,1,北海道,01北海道,1102,札幌市北区,01102札幌市北区,104,札幌,0104札幌
114,くすのきこどもクリニック,001-0024,札幌市北区北24条西14丁目,011-717-0415,kusunoki-clinic.com,×,〇,小児科,楠幸博,市立札幌病院（札幌市中央区北11条西13丁目）、天使病院（札幌市東区北12条東3丁目1－1）,1,北海道,1北海道,1,北海道,01北海道,1102,札幌市北区,01102札幌市北区,104,札幌,0104札幌
115,こんの内科・消化器内科クリニック,001-0902,札幌市北区新琴似2条1丁目1-52,011-299-4107,http://shinkotoni-naika.jp/,×,〇,内科・消化器内科,金野陽高,イムス札幌消化器中央総合病院(北海道札幌市西区八軒二条西１丁目1-1),1,北海道,1北海道,1,北海道,01北海道,1102,札幌市北区,01102札幌市北区,104,札幌,0104札幌
116,さっぽろ糖尿病・甲状腺クリニック,060-0807,北海道札幌市北区北7条西2丁目8-1札幌北ビル2F,011-707-1024,http://sdtc.jp/,×,〇,糖尿病内科内分泌内科,竹内淳大場知穂,市立札幌病院（北海道札幌市中央区北11条西13丁目1-1）,1,北海道,1北海道,1,北海道,01北海道,1102,札幌市北区,01102札幌市北区,104,札幌,0104札幌
117,さわむら脳神経・透析クリニック,060-0807,札幌市北区北7条西5丁目7-1札幌北スカイビル1.2.3.4.9階,011-716-3737,http//www.sawamura-clinic.jp,×,〇,脳神経外科,澤村豊,札幌秀友会病院（札幌市手稲区新発寒5条6丁目2-1）,1,北海道,1北海道,1,北海道,01北海道,1102,札幌市北区,01102札幌市北区,104,札幌,0104札幌
118,しもかわ内科・循環器科,001-0029,札幌市北区北29条西15丁目3－8,011-716-1300,,×,〇,内科循環器内科,下川淳一,,1,北海道,1北海道,1,北海道,01北海道,1102,札幌市北区,01102札幌市北区,104,札幌,0104札幌
119,医療法人泰睛会ひきち眼科,060-0807,北海道札幌市北区北７条西５丁目７?１札幌北スカイビル14階,011-708-1010,http://www.hikichi-eye.jp,×,×,眼科,引地泰一,,1,北海道,1北海道,1,北海道,01北海道,1102,札幌市北区,01102札幌市北区,104,札幌,0104札幌
120,おおさき内科,001-0907,札幌市北区新琴似7条9丁目6-21,011-766-0666,,×,〇,内科リウマチ科,大崎博央大崎彩子,市立札幌病院（札幌市中央区北11条西13丁目1-1）、JR札幌病院（札幌市中央区北3条東1丁目）,1,北海道,1北海道,1,北海道,01北海道,1102,札幌市北区,01102札幌市北区,104,札幌,0104札幌
121,こすげ内科医院,002-0852,札幌市北区屯田2条3丁目8-10,011-771-6101,,〇,〇,内科,小菅正之,札幌東徳洲会病院,1,北海道,1北海道,1,北海道,01北海道,1102,札幌市北区,01102札幌市北区,104,札幌,0104札幌
122,医療法人社団ささもと眼科クリニック,001-0039,北海道札幌市北39条西5丁目1-15北電商販サトウビル２F,011-700-6661,http://www.sasamotoganka.com/,×,〇,眼科,笹本洋一,,1,北海道,1北海道,1,北海道,01北海道,1102,札幌市北区,01102札幌市北区,104,札幌,0104札幌
123,医療法人社団さっぽろ内科クリニック,060-0807,北海道札幌市北区北７条西５丁目７－１札幌北スカイビル４階,011-717-3131,https://www.s-naika.jp,〇,〇,内科呼吸器科,蔦原紳,札幌南三条病院（札幌市中央区南３条西６丁目４?２）,1,北海道,1北海道,1,北海道,01北海道,1102,札幌市北区,01102札幌市北区,104,札幌,0104札幌
124,さっぽろ麻生クリニック,001-0045,札幌市北区麻生町４丁目12番８号,011-736-7755,http://www.sapporo-asabu-clinic.or.jp/,×,〇,ペインクリニック内科,谷岡富美男,NTT東日本札幌病院（札幌市中央区南１条西１５丁目）,1,北海道,1北海道,1,北海道,01北海道,1102,札幌市北区,01102札幌市北区,104,札幌,0104札幌
125,さとう小児科医院,001-0025,北海道札幌市北区北２５条西５丁目１の１,011-756-5007,http://sato-pediatric-clinic.com/,〇,〇,小児科アレルギー科,佐藤大介,,1,北海道,1北海道,1,北海道,01北海道,1102,札幌市北区,01102札幌市北区,104,札幌,0104札幌
